name,scores_teaching,scores_research,scores_citations,scores_industry_income,scores_international_outlook,record_type,member_level,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,subjects_offered,closed,unaccredited,overall_score
Samara National Research University (Samara University),27.5,14.8,21.8,26.6,37.1,master_account,0,Russian Federation,"9,198",10.7,14%,48:52:00,"Psychology,Physics & Astronomy,Mechanical & Aerospace Engineering,Business & Management,Education,General Engineering,Law,Economics & Econometrics,Accounting & Finance,Mathematics & Statistics,Languages, Literature & Linguistics,Communication & Media Studies,Biological Sciences,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Sociology,Computer Science,Electrical & Electronic Engineering,Chemistry",FALSE,FALSE,22.8–28.2
Sapporo Medical University,29.7,12.9,33.1,58.3,17.6,master_account,0,Japan,"1,294",3.3,0%,44:56:00,"Medicine & Dentistry,Other Health",FALSE,FALSE,22.8–28.2
SASTRA University,22.4,11.3,45,30.3,29.4,master_account,0,India,"10,360",13.1,3%,43:57:00,"Computer Science,Civil Engineering,Electrical & Electronic Engineering,Chemical Engineering,Mechanical & Aerospace Engineering,Biological Sciences",FALSE,FALSE,22.8–28.2
Sathyabama Institute of Science and Technology,31.2,9.9,35.1,16.9,29.7,master_account,6,India,"13,406",10.6,5%,50:50:00,"Computer Science,Other Health,Chemical Engineering,Mathematics & Statistics,Physics & Astronomy,Civil Engineering,Chemistry,Communication & Media Studies,Medicine & Dentistry,Architecture,Business & Management,Electrical & Electronic Engineering,Psychology,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,General Engineering,Law,Biological Sciences",FALSE,FALSE,22.8–28.2
Universitas Sebelas Maret,19.3,19.3,33.9,48.3,33.3,master_account,0,Indonesia,"27,580",16.9,2%,64:36:00,"Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Sport Science,Business & Management,History, Philosophy & Theology,Agriculture & Forestry,Communication & Media Studies,Accounting & Finance,Architecture,Biological Sciences,Law,Mechanical & Aerospace Engineering,Geography,General Engineering,Physics & Astronomy,Other Health,Mathematics & Statistics,Education,Computer Science,Chemistry,Psychology,Languages, Literature & Linguistics,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Art, Performing Arts & Design,Civil Engineering,Sociology",FALSE,FALSE,22.8–28.2
Selçuk University,22.4,14.4,36.7,58.2,34.1,master_account,0,Turkey,"32,183",14,8%,58:42:00,"Architecture,Civil Engineering,Sociology,Other Health,Sport Science,Education,Art, Performing Arts & Design,Electrical & Electronic Engineering,Chemistry,General Engineering,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Physics & Astronomy,Business & Management,Archaeology,Agriculture & Forestry,Geography,Mechanical & Aerospace Engineering,Communication & Media Studies,History, Philosophy & Theology,Veterinary Science,Psychology,Computer Science,Mathematics & Statistics,Accounting & Finance,Languages, Literature & Linguistics,Biological Sciences,Law,Economics & Econometrics",FALSE,FALSE,22.8–28.2
Semnan University of Medical Sciences and Health Services,25.4,10.5,46.2,16.2,29.1,master_account,0,Iran,"3,537",7.9,7%,61:39:00,"Other Health,Medicine & Dentistry",FALSE,FALSE,22.8–28.2
Seoul National University of Science and Technology (SeoulTech),28,20.1,32.7,39.8,30.6,master_account,0,South Korea,"8,987",13.8,9%,36 : 64,"Chemistry,Chemical Engineering,Physics & Astronomy,Computer Science,Other Health,Sport Science,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Biological Sciences,Communication & Media Studies,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,General Engineering,Geology, Environmental, Earth & Marine Sciences,Business & Management,Civil Engineering,Economics & Econometrics,Architecture,Mathematics & Statistics",FALSE,FALSE,22.8–28.2
University of La Serena,12.3,9.9,49.2,16.4,50.4,master_account,0,Chile,"8,170",26.4,1%,51:49:00,"Education,Medicine & Dentistry,Civil Engineering,Communication & Media Studies,Chemistry,Art, Performing Arts & Design,Languages, Literature & Linguistics,Physics & Astronomy,Agriculture & Forestry,Business & Management,Architecture,Accounting & Finance,Mathematics & Statistics,Psychology,Law,General Engineering,Mechanical & Aerospace Engineering,Computer Science",FALSE,FALSE,22.8–28.2
Shahid Bahonar University of Kerman,19.4,13.7,41.8,26.9,26.3,master_account,0,Iran,"13,458",22.1,1%,60:40:00,"Computer Science,Biological Sciences,Psychology,Agriculture & Forestry,Sociology,Chemical Engineering,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Geography,General Engineering,Chemistry,Accounting & Finance,History, Philosophy & Theology,Sport Science,Education,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Architecture,Mathematics & Statistics,Economics & Econometrics,Electrical & Electronic Engineering,Physics & Astronomy,Business & Management,Languages, Literature & Linguistics,Veterinary Science,Law",FALSE,FALSE,22.8–28.2
Shahid Sadoughi University of Medical Sciences,39.1,10.6,20.8,17.5,20.6,master_account,0,Iran,"6,260",13,2%,58:42:00,"Other Health,Medicine & Dentistry",FALSE,FALSE,22.8–28.2
Shahjalal University of Science and Technology,13.2,8.4,43.4,16.6,44.8,master_account,0,Bangladesh,"9,585",17.8,0%,31 : 69,"Chemical Engineering,Sociology,History, Philosophy & Theology,Biological Sciences,Architecture,Geology, Environmental, Earth & Marine Sciences,Computer Science,Geography,Civil Engineering,Economics & Econometrics,Languages, Literature & Linguistics,Mathematics & Statistics,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Agriculture & Forestry,Physics & Astronomy,General Engineering,Chemistry,Mechanical & Aerospace Engineering,Business & Management",FALSE,FALSE,22.8–28.2
University of Shanghai for Science and Technology,23.1,11.5,40.4,36.7,26.6,master_account,0,China,"26,472",10.5,2%,43:57:00,"Civil Engineering,Communication & Media Studies,Agriculture & Forestry,Electrical & Electronic Engineering,Chemistry,Mechanical & Aerospace Engineering,Mathematics & Statistics,Languages, Literature & Linguistics,General Engineering,Sociology,Accounting & Finance,Computer Science,Business & Management,Art, Performing Arts & Design,Physics & Astronomy,Architecture,Chemical Engineering",FALSE,FALSE,22.8–28.2
Shibaura Institute of Technology,20.8,20.1,22.3,36.3,42.3,master_account,0,Japan,"9,001",29.7,5%,0.806944444,"Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Architecture,Civil Engineering,Biological Sciences,Chemistry,General Engineering,Electrical & Electronic Engineering,Chemical Engineering,Sport Science,Mathematics & Statistics,Computer Science,Art, Performing Arts & Design,Mechanical & Aerospace Engineering",FALSE,FALSE,22.8–28.2
Shiga University of Medical Science,31.5,12.8,32.3,62.7,24.5,master_account,0,Japan,"1,163",3.2,4%,50:50:00,"Medicine & Dentistry,Other Health",FALSE,FALSE,22.8–28.2
Showa University,32.8,10.3,35.5,40.2,19.8,master_account,0,Japan,"3,668",1.6,0%,62:38:00,"Medicine & Dentistry,Other Health",FALSE,FALSE,22.8–28.2
Silesian University of Technology,21.8,15.6,39.4,31.5,26.6,master_account,0,Poland,"17,424",12,4%,32 : 68,"Architecture,Chemical Engineering,Languages, Literature & Linguistics,Business & Management,Mathematics & Statistics,Mechanical & Aerospace Engineering,Computer Science,Chemistry,General Engineering,Electrical & Electronic Engineering,Civil Engineering",FALSE,FALSE,22.8–28.2
Université de Skikda,12.5,7.6,51.3,15.8,40.6,master_account,0,Algeria,"32,675",29.4,0%,71:29:00,"History, Philosophy & Theology,Biological Sciences,Psychology,Mechanical & Aerospace Engineering,Law,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Education,Architecture,Physics & Astronomy,Economics & Econometrics,Civil Engineering,Politics & International Studies (incl Development Studies),Computer Science,Communication & Media Studies,Languages, Literature & Linguistics,Mathematics & Statistics,Business & Management,Chemical Engineering,Sociology,General Engineering,Agriculture & Forestry,Chemistry,Accounting & Finance",FALSE,FALSE,22.8–28.2
Slovak University of Agriculture in Nitra,23.6,12.2,27.4,18.9,48.5,master_account,0,Slovakia,"4,550",11.9,5%,54:46:00,"Biological Sciences,Business & Management,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Agriculture & Forestry,Chemistry,Economics & Econometrics,Architecture,Communication & Media Studies,Electrical & Electronic Engineering,Sociology,General Engineering,Psychology,Civil Engineering,Accounting & Finance,Computer Science,Education,Law",FALSE,FALSE,22.8–28.2
Sohag University,12.5,9,53.5,18.3,48.8,master_account,0,Egypt,"64,200",27.6,0%,56:44:00,"Civil Engineering,Communication & Media Studies,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Sociology,Education,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Business & Management,Computer Science,Veterinary Science,History, Philosophy & Theology,Biological Sciences,Geography,Languages, Literature & Linguistics,Archaeology,Mathematics & Statistics,Economics & Econometrics,Architecture,Agriculture & Forestry,Law,General Engineering,Physics & Astronomy,Art, Performing Arts & Design,Other Health,Sport Science,Accounting & Finance,Electrical & Electronic Engineering,Chemistry,Psychology",FALSE,FALSE,22.8–28.2
Soonchunhyang University,19.8,25.4,33,48.2,35,master_account,0,South Korea,"10,329",21.4,6%,51:49:00,"Mechanical & Aerospace Engineering,Sociology,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Computer Science,Chemistry,Psychology,Other Health,Physics & Astronomy,Accounting & Finance,Chemical Engineering,Education,Medicine & Dentistry,Mathematics & Statistics,Architecture,Sport Science,Economics & Econometrics,Art, Performing Arts & Design,Biological Sciences,Law,General Engineering,Communication & Media Studies,Electrical & Electronic Engineering,Business & Management",FALSE,FALSE,22.8–28.2
Soongsil University,26.7,15,25.1,47.4,35.6,master_account,0,South Korea,"15,808",18.6,12%,48:52:00,"Languages, Literature & Linguistics,Mathematics & Statistics,Accounting & Finance,Biological Sciences,Law,Architecture,General Engineering,Psychology,History, Philosophy & Theology,Physics & Astronomy,Economics & Econometrics,Computer Science,Communication & Media Studies,Chemical Engineering,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Business & Management,Art, Performing Arts & Design,Chemistry,Sociology,Mechanical & Aerospace Engineering,Education,Geology, Environmental, Earth & Marine Sciences",FALSE,FALSE,22.8–28.2
Université Sorbonne Nouvelle,25.7,15.3,20.8,15.6,70,master_account,0,France,"16,357",23.7,26%,77:23:00,"Art, Performing Arts & Design,Communication & Media Studies,Law,Education,Languages, Literature & Linguistics,Sociology,Business & Management,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Geography",FALSE,FALSE,22.8–28.2
University of Sousse,30.3,10.3,31.4,19.3,40.1,master_account,0,Tunisia,"25,887",13.7,2%,68:32:00,"General Engineering,Art, Performing Arts & Design,Archaeology,Electrical & Electronic Engineering,Civil Engineering,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Architecture,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Languages, Literature & Linguistics,Communication & Media Studies,Law,Geography,Chemical Engineering,Business & Management,Agriculture & Forestry,Sociology,Physics & Astronomy,Mathematics & Statistics,Economics & Econometrics,Chemistry,Other Health,Accounting & Finance,Mechanical & Aerospace Engineering,Computer Science",FALSE,FALSE,22.8–28.2
University of South China,26.8,13.9,27.7,30.6,22.3,master_account,0,China,"28,160",7.4,2%,38 : 62,"Business & Management,Chemistry,Other Health,Sociology,Mathematics & Statistics,History, Philosophy & Theology,General Engineering,Chemical Engineering,Accounting & Finance,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Physics & Astronomy,Communication & Media Studies,Art, Performing Arts & Design,Medicine & Dentistry,Architecture,Electrical & Electronic Engineering,Biological Sciences,Law,Economics & Econometrics,Computer Science,Agriculture & Forestry",FALSE,FALSE,22.8–28.2
Southern Federal University,27.9,14.3,21.4,32.1,40.3,master_account,0,Russian Federation,"19,181",11.3,11%,54:46:00,"History, Philosophy & Theology,General Engineering,Communication & Media Studies,Archaeology,Physics & Astronomy,Psychology,Chemical Engineering,Sociology,Biological Sciences,Business & Management,Art, Performing Arts & Design,Mathematics & Statistics,Accounting & Finance,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Architecture,Chemistry,Education,Computer Science,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Geography,Mechanical & Aerospace Engineering,Law,Economics & Econometrics",FALSE,FALSE,22.8–28.2
South Valley University,16,9.2,53.3,17.7,48.9,master_account,0,Egypt,"61,914",33,1%,53:47:00,"Business & Management,Chemical Engineering,History, Philosophy & Theology,Psychology,General Engineering,Politics & International Studies (incl Development Studies),Physics & Astronomy,Economics & Econometrics,Other Health,Sociology,Medicine & Dentistry,Art, Performing Arts & Design,Sport Science,Electrical & Electronic Engineering,Chemistry,Biological Sciences,Accounting & Finance,Communication & Media Studies,Civil Engineering,Veterinary Science,Languages, Literature & Linguistics,Computer Science,Geology, Environmental, Earth & Marine Sciences,Education,Archaeology,Geography,Mathematics & Statistics,Agriculture & Forestry,Law,Mechanical & Aerospace Engineering,Architecture",FALSE,FALSE,22.8–28.2
